TelepulesID;TeruletNeve;TipusID;TeruletHa;FolyoM;UtolsoM;UtolsoSz;SzamlalDb
298;Takta és hullámtere, Tiszalúc - Kesznyéten között;11;434,69;;2011.9.4 18:57:00;2008.12.15;7
299;Szigetdűlői Holt-Tisza;6;13,63;;2012.12.13 22:51:00;;0
300;Kis-Morotva;6;15,80;;2011.2.24 20:41:00;;0
301;Árpa-sziget;13;24,95;;2012.12.12 15:46:00;;0
301;Rádi-tó;15;22,81;;2012.12.12 14:47:00;;0
302;Tisza, 581-579 fkm;4;31,59;2000;2014.1.18 19:24:00;2014.1.18;4
302;Apátszögi Holt-Tisza;6;12,13;;2010.9.17 13:53:00;;0
303;Tisza, Tiszaújváros;4;76,59;4000;2011.12.4 21:50:00;2003.2.23;2
304;Szőlőlapos;13;77,35;;2011.8.31 17:03:00;;0
304;Szennyvíz ülepítő tavak;18;4,55;;2010.10.17 21:58:00;2010.10.17;1
304;Város-telki-legelő;16;41,54;;2013.6.4 14:16:00;;0
304;Fehér-szik;15;138,36;;2014.2.16 20:32:00;2014.2.16;226
304;Józsefházi-halastó;5;103,79;;2010.8.24 18:49:00;;0
304;Losonczi-féle halastó;5;77,57;;2011.8.28 19:29:00;2010.9.25;3
304;Munka Szövetkezeti Halastó;5;177,84;;2014.2.16 20:38:00;2014.2.16;45
304;Tóalja;7;18,02;;2011.8.31 17:08:00;;0
305;Tivadari Holt-Tisza;6;8,78;;2012.12.14 22:29:00;;0
306;Tokaji-halastó;5;130,20;;2010.10.19 22:57:00;2008.11.21;20
307;Tornyospálcai-nádas;11;10,59;;2012.3.13 11:16:00;;0
308;Kopáncsi-puszta;14;1414,49;;2013.10.20 20:41:00;2013.10.20;75
308;Czigándi-Bogárzó;15;36,71;;2013.4.2 20:47:00;2013.4.2;1
308;Kiskomlósi gyepek;13;69,02;;2013.4.6 13:25:00;2013.4.6;17
308;SERKÖV trágyaszikkasztó;18;5,33;;2013.7.4 7:49:00;2013.7.4;14
309;Pozsgai-tanya melletti rét;13;6,64;;2014.3.7 18:12:00;2014.3.7;1
310;Csaj-tó;5;1307,59;;2014.3.17 19:49:00;2014.3.15;245
311;Tunyogmatolcsi Holt-Szamos;6;243,33;;2012.12.16 22:13:00;;0
311;Tunyogmatolcsi Tölgyes holtág;6;11,14;;2012.12.16 19:07:00;;0
312;Túrkevei halastó;5;119,29;;2013.10.11 22:02:00;;0
313;Tisza, Tuzsér - Tokaj között;4;1051,63;7300;2011.8.22 14:51:00;2009.1.10;9
314;Nagy Vadas-tó;15;130,71;;2013.12.15 17:48:00;2013.3.17;22
314;Újfehértói gyepek;13;242,19;;2010.10.17 12:07:00;2010.10.6;1
315;Újkenézi morotva;6;51,47;;2012.12.14 21:24:00;;0
316;Vadnai-tó;7;20,40;;2013.4.23 10:25:00;;0
317;Vajai-tó;17;73,67;;2012.1.26 14:27:00;2012.1.26;5
318;Várpalotai bányatavak;1;838,85;;2012.10.15 9:54:00;2012.10.6;111
319;Tábi-víztározó;19;7,57;;2010.11.2 21:05:00;;0
320;Keskeny Holt-Tisza;6;21,07;;2012.12.14 22:00:00;;0
321;Bőve-tó;7;24,22;;2010.10.21 19:50:00;;0
322;Dráva, Vízvár - Bolhó között;4;165,87;7300;2011.11.29 21:34:00;2008.12.14;8
323;Listové jazero;5;40,53;;2012.6.6 10:10:00;2012.6.1;1
324;Selypi-tó (Észak);17;5,97;;2010.11.15 14:54:00;;0
325;Gébárti - tó;19;24,50;;2014.1.14 9:08:00;;0
326;Gondolat-tó;17;0,79;;2013.12.6 11:33:00;;0
327;Kis-Balaton, Szabari víz;19;264,84;;2010.12.20 22:17:00;;0
328;Zalaszentgróti horgásztó;7;8,73;;2011.1.21 10:34:00;2011.1.15;1
329;Zalaszentmihályi tőzegtó;1;205,49;;2013.1.5 19:13:00;;0
330;Kis-Balaton (II. ütem);17;738,10;;2013.12.5 16:26:00;2003.10.10;18
330;Kis-Balaton (I. ütem);17;1835,55;;2013.12.5 15:45:00;2003.10.10;19
330;Kis-Balaton, Bárándi víz;19;84,27;;2010.12.20 22:22:00;;0
331;Zámolyi-víztározó;19;273,60;;2014.2.11 12:18:00;2014.2.6;42
